val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.702380952,0.855357143,0.808800774,0.842857143,1,0.810714286,0.820238095,0.816666667,0.820299145,0.858974359,0.862857143,0.926282051,0.926666667,0.862857143,0.829142857,0.858974359,0.991795843,0.030787706,0.006,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,7,1,1,0.8,0,256,128,6,1,2,0.7,0,20240103_084520,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.804470199,0.881915657,0.806764137,0.907722745,0.975235405,0.871977401,0.866670433,0.870897959,0.838888889,0.868589744,0.874285714,0.924679487,0.928095238,0.874285714,0.848571429,0.868589744,0.997070644,0.019502401,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,22,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,2,2,0.7,0,64,512,8,1,2,0.6,3,20240104_202924,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.770821598,0.886805597,0.804596655,0.872767723,0.983773784,0.866067653,0.869097956,0.869444444,0.786538462,0.826923077,0.817142857,0.897970085,0.892857143,0.817142857,0.780952381,0.826923077,0.993375515,0.021114826,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,2,2,0.3,3,612,256,7,2,2,0.8,3,20240104_135326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.794768605,0.886443089,0.80451701,0.892361893,0.980796335,0.879704017,0.882536998,0.875,0.708119658,0.766025641,0.765714286,0.874465812,0.873809524,0.765714286,0.71447619,0.766025641,0.989590307,0.020554543,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,8,2,1,0.7,3,64,64,9,2,2,0.3,3,20240103_220602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.766408007,0.866786196,0.803493003,0.885468158,0.975968992,0.856553911,0.851522199,0.852777778,0.661467236,0.71474359,0.72,0.871642247,0.875918367,0.72,0.674539683,0.71474359,0.976605396,0.024082184,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,24,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,9,1,1,0.7,0,512,64,9,1,0,0.8,2,20240103_032941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.752380952,0.882857143,0.801627034,0.862857143,1,0.842857143,0.85952381,0.833333333,0.801709402,0.842948718,0.84,0.921153846,0.918285714,0.84,0.802666667,0.842948718,0.996865997,0.029955864,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,1,2,0.7,2,256,256,7,2,1,0.1,3,20240103_105509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.846968849,0.924154923,0.801479122,0.917425037,0.992592593,0.905555556,0.905555556,0.912648221,0.754059829,0.801282051,0.794285714,0.902136752,0.908,0.794285714,0.755809524,0.801282051,0.988131166,0.024335861,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,1,2,0.8,2,342,196,9,1,0,0.5,0,20240104_082506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83464674,0.899583105,0.801376721,0.916264118,0.973044397,0.889429175,0.885680056,0.891666667,0.707580383,0.756410256,0.742857143,0.904273504,0.903619048,0.742857143,0.701451247,0.756410256,0.996128548,0.020929098,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,6,2,2,0.8,3,612,342,6,1,2,0.3,0,20240104_204307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.793636364,0.905656566,0.801314143,0.875622896,0.978787879,0.857575758,0.856363636,0.893333333,0.748840049,0.794871795,0.811428571,0.91025641,0.911428571,0.811428571,0.767918367,0.794871795,0.992722606,0.025095701,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,10,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,6,1,2,0.6,3,128,512,6,1,1,0,2,20240104_154527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.835084175,0.888080808,0.801240187,0.935892256,0.978787879,0.890909091,0.881818182,0.882222222,0.664147825,0.698717949,0.697142857,0.932921245,0.93829932,0.697142857,0.67089749,0.698717949,0.997324268,0.025769949,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,1,2,0.7,0,196,612,7,1,2,0.1,2,20240104_164124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.777111111,0.868333333,0.800250313,0.9,0.987878788,0.840909091,0.845252525,0.85,0.739010989,0.788461538,0.788571429,0.91474359,0.916380952,0.788571429,0.745632653,0.788461538,0.992570559,0.025181293,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,8,2,0,0.5,2,64,612,8,1,0,0.2,0,20240103_171520,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.726825397,0.860119048,0.799220617,0.838095238,0.969047619,0.807142857,0.82452381,0.833333333,0.755555556,0.794871795,0.8,0.888888889,0.88952381,0.8,0.766095238,0.794871795,0.984240548,0.031616449,0.006,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,2,2,0.6,3,256,612,6,1,1,0,2,20240103_042934,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649867725,0.84484127,0.798145409,0.797619048,1,0.782142857,0.798809524,0.8,0.66978022,0.730769231,0.725714286,0.867521368,0.864761905,0.725714286,0.668870748,0.730769231,0.991687664,0.029448986,0.006,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,24,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,2,0,0.8,0,64,512,5,1,1,0.1,3,20240104_201944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.738453389,0.861396469,0.798134031,0.865103521,0.980725863,0.852219873,0.850324172,0.841666667,0.76529304,0.810897436,0.811428571,0.90224359,0.907142857,0.811428571,0.770965986,0.810897436,0.9910618,0.020638466,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,25,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,5,2,0,0.8,3,64,128,8,2,2,0.5,2,20240104_020452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.717307963,0.857863938,0.798060075,0.85076563,0.988530655,0.828964059,0.830514447,0.833333333,0.670940171,0.727564103,0.72,0.846901709,0.853047619,0.72,0.672190476,0.727564103,0.970727305,0.020316124,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,21,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,1,1,0.8,3,196,64,5,1,0,0.7,0,20240104_143609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.534391534,0.779365079,0.79707589,0.742857143,1,0.667857143,0.695238095,0.683333333,0.765598291,0.814102564,0.8,0.887820513,0.89047619,0.8,0.760190476,0.814102564,0.978518337,0.029698372,0.008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,24,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,8,1,2,0.1,2,196,64,5,2,2,0.8,3,20240104_123502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.788860519,0.87929825,0.796939356,0.895874396,0.975847458,0.857740113,0.852787194,0.866489796,0.746082621,0.791666667,0.788571429,0.899839744,0.89547619,0.788571429,0.747555556,0.791666667,0.993865302,0.019935608,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,2,2,0.8,0,342,512,5,1,0,0,3,20240103_174707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.773333333,0.885238095,0.796194106,0.882380952,0.991666667,0.862121212,0.862626263,0.848888889,0.694159544,0.733974359,0.725714286,0.90162037,0.902301587,0.725714286,0.691555556,0.733974359,0.984756529,0.026108265,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,9,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,8,1,1,0.7,2,512,612,9,1,0,0.7,3,20240104_202145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.661111111,0.823611111,0.795977927,0.833333333,1,0.778571429,0.786904762,0.75,0.68954009,0.75,0.754285714,0.890079365,0.884979592,0.754285714,0.698195011,0.75,0.989049411,0.030885696,0.008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,2,1,0.3,0,342,256,7,1,0,0.6,2,20240103_230649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.633862434,0.820634921,0.795955171,0.80952381,1,0.746428571,0.755952381,0.75,0.717521368,0.775641026,0.771428571,0.900320513,0.90352381,0.771428571,0.720761905,0.775641026,0.984999506,0.029554367,0.006,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,7,1,2,0.7,3,342,342,5,2,2,0.4,3,20240104_105916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.861904762,0.935714286,0.79511321,0.921428571,1,0.921428571,0.930952381,0.916666667,0.726739927,0.782051282,0.771428571,0.895726496,0.896,0.771428571,0.721578231,0.782051282,0.990935094,0.029894829,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,8,1,1,0.7,2,256,342,9,2,1,0,2,20240103_185648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.688561417,0.846797328,0.792894527,0.829132528,0.985582011,0.802910053,0.81031746,0.812252964,0.704700855,0.759615385,0.748571429,0.88034188,0.888571429,0.748571429,0.702285714,0.759615385,0.987689079,0.021282196,0.008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,1,0.8,0,128,128,7,2,1,0.3,3,20240104_204024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.785802286,0.867464151,0.79187052,0.911956021,0.986997886,0.861839323,0.857660324,0.852777778,0.825213675,0.862179487,0.862857143,0.931089744,0.928095238,0.862857143,0.828,0.862179487,0.997106206,0.022657156,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,6,2,1,0.8,0,612,612,7,1,0,0.2,0,20240103_034809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75952381,0.883928571,0.79176243,0.871428571,1,0.864285714,0.872619048,0.85,0.747863248,0.794871795,0.794285714,0.883760684,0.875428571,0.794285714,0.747619048,0.794871795,0.979090537,0.036810637,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,8,1,1,0.6,0,196,256,6,1,2,0.6,2,20240104_152818,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.866666667,0.933333333,0.791745364,0.933333333,1,0.9,0.9,0.9,0.783119658,0.823717949,0.822857143,0.898504274,0.895714286,0.822857143,0.787238095,0.823717949,0.972279932,0.029468775,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,1,1,0.6,0,128,342,5,2,2,0.8,0,20240103_083411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.761616162,0.892727273,0.790704289,0.856969697,1,0.857575758,0.881313131,0.873333333,0.770726496,0.814102564,0.805714286,0.899038462,0.89952381,0.805714286,0.768,0.814102564,0.993936002,0.026218176,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,2,2,0.7,2,128,128,8,1,0,0.1,2,20240103_024844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80952381,0.9,0.790692912,0.9,0.9875,0.892857143,0.894047619,0.883333333,0.704807692,0.756410256,0.754285714,0.873244811,0.877482993,0.754285714,0.707142857,0.756410256,0.989774084,0.041284561,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,1,2,0.6,0,612,196,7,1,2,0.1,0,20240104_195416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.762855279,0.878699704,0.789589259,0.87883198,0.992724868,0.875396825,0.875485009,0.86027668,0.722008547,0.772435897,0.777142857,0.878739316,0.882380952,0.777142857,0.732761905,0.772435897,0.947431085,0.025684595,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,24,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,9,1,2,0.6,3,612,128,9,1,0,0.8,0,20240104_153401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.686904762,0.860714286,0.789589259,0.808928571,0.9875,0.757142857,0.777380952,0.816666667,0.743589744,0.794871795,0.782857143,0.894764957,0.896666667,0.782857143,0.737714286,0.794871795,0.979757287,0.03059721,0.004,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,2,0,0.7,0,256,612,5,1,2,0.7,2,20240103_092841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.823412698,0.913095238,0.78878712,0.904761905,0.985714286,0.892857143,0.883333333,0.9,0.787393162,0.823717949,0.822857143,0.926175214,0.924666667,0.822857143,0.791047619,0.823717949,0.997604086,0.029711485,0.006,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,1,1,0.7,2,64,612,6,2,2,0.3,3,20240103_124409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.788398268,0.898961039,0.78857663,0.884675325,1,0.878787879,0.88989899,0.875555556,0.643589744,0.705128205,0.72,0.833867521,0.841428571,0.72,0.66247619,0.705128205,0.985830441,0.025066614,0.006,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,2,1,0.5,3,256,342,5,2,2,0.7,3,20240103_060709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.95,0.787569689,0.95,1,0.95,0.95,0.933333333,0.746703297,0.798076923,0.8,0.902777778,0.902857143,0.8,0.753442177,0.798076923,0.965775764,0.031676292,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,5,2,0,0.8,0,256,256,5,2,2,0.6,0,20240104_120423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.871428571,0.928571429,0.786648083,0.942857143,1,0.883333333,0.883333333,0.9,0.790811966,0.833333333,0.84,0.914529915,0.913333333,0.84,0.79752381,0.833333333,0.993293528,0.029571772,0.006,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,1,0,0.8,2,342,256,6,1,0,0.2,0,20240104_092506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.891282051,0.951538462,0.786375014,0.933846154,1,0.931818182,0.943434343,0.938888889,0.706135531,0.762820513,0.754285714,0.874358974,0.882666667,0.754285714,0.703972789,0.762820513,0.96311281,0.027608871,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,1,2,0.7,3,196,256,5,1,1,0.7,0,20240104_192237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.675238095,0.834285714,0.784406645,0.834285714,1,0.789285714,0.805952381,0.766666667,0.726282051,0.775641026,0.782857143,0.875534188,0.88047619,0.782857143,0.738285714,0.775641026,0.990987906,0.035913229,0.004,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,7,2,1,0.7,0,64,342,8,1,2,0.6,3,20240104_132246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.881585082,0.943356643,0.784349755,0.935664336,1,0.931818182,0.937373737,0.93,0.804181929,0.842948718,0.845714286,0.924145299,0.926666667,0.845714286,0.812108844,0.842948718,0.98813436,0.034430265,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,7,2,1,0.6,3,612,342,7,2,1,0.8,2,20240104_002235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.847619048,0.928571429,0.784150643,0.914285714,1,0.917857143,0.926190476,0.916666667,0.69296398,0.746794872,0.731428571,0.883073871,0.886244898,0.731428571,0.687251701,0.746794872,0.995113196,0.029662371,0.008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,2,2,0.7,0,256,612,9,2,0,0,3,20240104_184455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730722611,0.868391608,0.783274548,0.849300699,0.990909091,0.840909091,0.853030303,0.842222222,0.716025641,0.762820513,0.76,0.869017094,0.869904762,0.76,0.721333333,0.762820513,0.989479786,0.031278372,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,21,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,5,2,2,0.7,3,256,196,6,1,1,0.4,0,20240104_155045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.766498785,0.867110911,0.783177836,0.890042345,0.982580038,0.864971751,0.861491525,0.852163265,0.66529304,0.730769231,0.731428571,0.887713675,0.898,0.731428571,0.673823129,0.730769231,0.993182581,0.01978898,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,10,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,7,1,1,0.7,2,256,612,6,2,2,0.7,2,20240103_174406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73180196,0.864292732,0.782222096,0.853175318,0.982346723,0.834038055,0.837515856,0.838888889,0.79508547,0.836538462,0.834285714,0.902777778,0.902857143,0.834285714,0.796571429,0.836538462,0.983358504,0.020400763,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,23,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,2,1,0.4,3,256,64,6,2,1,0.8,0,20240104_044236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.845714286,0.90952381,0.782125384,0.931746032,0.980952381,0.917857143,0.906428571,0.9,0.68482906,0.743589744,0.748571429,0.865918803,0.865238095,0.748571429,0.696761905,0.743589744,0.988887569,0.032794952,0.008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,5,1,0,0.8,0,64,64,5,1,1,0.1,3,20240103_195549,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
